5614,42,384566,CLOVIS,ABAP,4,0,0,0
5615,42,384567,CLOVIS,ABAP,5,0,0,0
5616,42,384568,CLOVIS,ABAP,6,0,0,0
5617,42,384569,CLOVIS,ABAP,7,0,0,0
5618,42,384570,CLOVIS,ABAP,8,0,0,0
5619,42,384571,CLOVIS,ABAP,9,0,0,0
5620,42,384572,CLOVIS,ABAP,10,0,0,0
5621,42,384573,CLOVIS,ABAP,11,0,0,0
5622,42,384574,CLOVIS,ABAP,12,0,0,0
5623,42,384575,CLOVIS,ABAP,13,0,0,0
5624,42,384576,CLOVIS,ABAP,14,0,0,0
5625,42,384577,CLOVIS,ABAP,15,0,0,0
5626,42,384578,CLOVIS,ABAP,16,0,0,0
5627,42,384579,CLOVIS,ABAP,17,0,0,0
5628,42,384580,CLOVIS,ABAP,18,0,0,0
5629,42,384581,CLOVIS,ABAP,19,0,0,0
5630,42,384582,CLOVIS,ABAP,20,0,0,0
5631,42,384583,CLOVIS,ABAP,21,0,0,0
5632,42,384584,CLOVIS,ABAP,22,0,0,0
5633,42,384585,CLOVIS,ABAP,23,0,0,0
5634,42,384586,CLOVIS,ABAP,24,0,0,0
5635,42,384587,CLOVIS,ABAP,25,0,0,0
5636,42,384588,CLOVIS,ABAP,26,0,0,0
5637,42,384589,CLOVIS,ABAP,27,0,0,0
5638,42,384590,CLOVIS,ABAP,28,0,0,0
5639,42,384591,CLOVIS,ABAP,29,0,0,0
5640,42,384592,CLOVIS,ABAP,30,0,0,0
5641,42,384593,CLOVIS,ABAP,31,0,0,0
5642,42,384594,CLOVIS,ABAP,32,0,0,0
5643,42,384595,CLOVIS,ABAP,33,0,0,0
5644,42,384596,CLOVIS,ABAP,34,0,0,0
5645,42,384597,CLOVIS,ABAP,35,0,0,0
5646,42,384598,CLOVIS,ABAP,36,0,0,0
5647,42,384599,CLOVIS,ABAP,37,0,0,0
5648,42,384600,CLOVIS,ABAP,38,0,0,0
5649,42,384601,CLOVIS,ABAP,39,0,0,0
5650,42,384602,CLOVIS,ABAP,40,0,0,0
5651,42,384603,CLOVIS,ABAP,41,0,0,0
5652,42,384604,CLOVIS,ABAP,42,0,0,0
5653,42,384605,CLOVIS,ABAP,43,0,0,0
5654,42,384606,CLOVIS,ABAP,44,0,0,0
5655,42,384607,CLOVIS,ABAP,45,0,0,0
5656,42,384608,CLOVIS,ABAP,46,0,0,0
5657,42,384609,CLOVIS,ABAP,47,0,0,0
5658,42,384610,CLOVIS,ABAP,48,0,0,0
5659,42,384611,CLOVIS,ABAP,49,0,0,0
5660,42,384612,CLOVIS,ABAP,50,0,0,0
5661,42,384613,CLOVIS,ABAP,51,0,0,0
5662,42,384614,CLOVIS,ABAP,52,0,0,0
5663,42,384615,CLOVIS,ABAP,53,0,0,0
5664,42,384616,CLOVIS,ABAP,54,0,0,0
5665,42,384617,CLOVIS,ABAP,55,0,0,0
5666,42,384618,CLOVIS,ABAP,56,0,0,0
5667,42,384619,CLOVIS,ABAP,57,0,0,0
5668,42,384620,CLOVIS,ABAP,58,0,0,0
5669,42,384621,CLOVIS,ABAP,59,0,0,0
5670,42,384622,CLOVIS,ABAP,60,0,0,0
5671,42,384623,CLOVIS,ABAP,61,0,0,0
5672,42,384624,CLOVIS,ABAP,62,0,0,0
5673,42,384625,CLOVIS,ABAP,63,0,0,0
5674,42,384626,CLOVIS,ABAP,64,0,0,0
5675,42,384627,CLOVIS,ABAP,65,0,0,0
5676,42,384628,CLOVIS,ABAP,66,0,0,0
5677,42,384629,CLOVIS,ABAP,67,0,0,0
5678,42,384630,CLOVIS,ABAP,68,0,0,0
5679,42,384631,CLOVIS,ABAP,69,0,0,0
5680,42,384632,CLOVIS,ABAP,70,0,0,0
5681,42,384633,CLOVIS,ABAP,71,0,0,0
5682,42,384634,CLOVIS,ABAP,72,0,0,0
5683,42,384566,CLOVIS,AMP,4,0,0,0
5684,42,384567,CLOVIS,AMP,5,0,0,0
5685,42,384568,CLOVIS,AMP,6,0,0,0
5686,42,384569,CLOVIS,AMP,7,0,0,0
5687,42,384570,CLOVIS,AMP,8,0,0,0
5688,42,384571,CLOVIS,AMP,9,0,0,0
5689,42,384572,CLOVIS,AMP,10,0,0,0
5690,42,384573,CLOVIS,AMP,11,0,0,0
5691,42,384574,CLOVIS,AMP,12,0,0,0
5692,42,384575,CLOVIS,AMP,13,0,0,0
5693,42,384576,CLOVIS,AMP,14,0,0,0
5694,42,384577,CLOVIS,AMP,15,0,0,0
5695,42,384578,CLOVIS,AMP,16,0,0,0
5696,42,384579,CLOVIS,AMP,17,0,0,0
5697,42,384580,CLOVIS,AMP,18,0,0,0
5698,42,384581,CLOVIS,AMP,19,0,0,0
5699,42,384582,CLOVIS,AMP,20,0,0,0
5700,42,384583,CLOVIS,AMP,21,0,0,0
5701,42,384584,CLOVIS,AMP,22,0,0,0
5702,42,384585,CLOVIS,AMP,23,0,0,0
5703,42,384586,CLOVIS,AMP,24,0,0,0
5704,42,384587,CLOVIS,AMP,25,0,0,0
5705,42,384588,CLOVIS,AMP,26,0,0,0
5706,42,384589,CLOVIS,AMP,27,0,0,0
5707,42,384590,CLOVIS,AMP,28,0,0,0
5708,42,384591,CLOVIS,AMP,29,0,0,0
5709,42,384592,CLOVIS,AMP,30,0,0,0
5710,42,384593,CLOVIS,AMP,31,0,0,0
5711,42,384594,CLOVIS,AMP,32,0,0,0
5712,42,384595,CLOVIS,AMP,33,0,0,0
5713,42,384596,CLOVIS,AMP,34,0,0,0
5714,42,384597,CLOVIS,AMP,35,0,0,0
5715,42,384598,CLOVIS,AMP,36,0,0,0
5716,42,384599,CLOVIS,AMP,37,0,0,0
5717,42,384600,CLOVIS,AMP,38,0,0,0
5718,42,384601,CLOVIS,AMP,39,0,0,0
5719,42,384602,CLOVIS,AMP,40,0,0,0
5720,42,384603,CLOVIS,AMP,41,0,0,0
5721,42,384604,CLOVIS,AMP,42,0,0,0
5722,42,384605,CLOVIS,AMP,43,0,0,0
5723,42,384606,CLOVIS,AMP,44,0,0,0
5724,42,384607,CLOVIS,AMP,45,0,0,0
5725,42,384608,CLOVIS,AMP,46,0,0,0
5726,42,384609,CLOVIS,AMP,47,0,0,0
5727,42,384610,CLOVIS,AMP,48,0,0,0
5728,42,384611,CLOVIS,AMP,49,0,0,0
5729,42,384612,CLOVIS,AMP,50,0,0,0
5730,42,384613,CLOVIS,AMP,51,0,0,0
5731,42,384614,CLOVIS,AMP,52,0,0,0
5732,42,384615,CLOVIS,AMP,53,0,0,0
